0000, 3590
1ad1, 5719
1ad2, e021
1ad3, eae7
1ad4, 46a7
1ad5, a2ef
1ad6, 9753
1ad7, 459d
1ad8, 534c
1ad9, 4f4c
1ada, 6cf2
1adb, 03e5
1adc, 7a4b
1add, 7058
1ade, a90b
1adf, 3d10
1ae0, 5d79
1ae1, f8da
1ae2, fb26
1ae3, 798b
1ae4, 8cac
1ae5, cf92
1ae6, 3c19
1ae7, a938
1ae8, 0555
1ae9, a253
1aea, f6c1
1aeb, 0e9f
1aec, 04e2
1aed, 8621
1aee, c595
1aef, 81dd
1af0, 3445
1af1, 19fc
1af2, 88a7
1af3, 945e
1af4, b73c
1af5, d2c1
1af6, a397
1af7, 53d8
1af8, 9cd6
1af9, 0e29
1afa, 3c9d
1afb, 70c9
1afc, 7298
1afd, 4d7c
1afe, e5c3
1aff, bf32
1b00, 9bbc
1b01, 08da
1b02, 6827
1b03, 1d6c
1b04, ccac
1b05, 67b6
1b06, ac19
1b07, dd79
1b08, 16d1
1b09, 00c0
1b0a, 9661
1b0b, 7b26
1b0c, c020
1b0d, cc7d
1b0e, 61dd
1b0f, c8c1
1b10, 5e23
1b11, dc60
1b12, d866
1b13, 03f9
1b14, 2365
1b15, f0e6
1b16, 00ad
1b17, eb5c
1b18, d280
1b19, 563a
1b1a, 55d2
1b1b, 040d
1b1c, 09e6
1b1d, 0d19
1b1e, fd0d
1b1f, 2268
1b20, 682f
1b21, 90d1
1b22, ab2c
1b23, 3735
1b24, f9a8
1b25, 35df
1b26, f7f4
1b27, 7b2e
1b28, e85e
1b29, a0d5
1b2a, 07d4
1b2b, db19
1b2c, 60a0
1b2d, 488f
1b2e, e223
1b2f, 4f15
1b30, 91bf
1b31, 024e
1b32, 9d7c
1b33, 0acf
1b34, 02ba
1b35, 5c90
1b36, 5fe9
1b37, f06e
1b38, 070e
1b39, fa6c
1b3a, 9be9
1b3b, 50c9
1b3c, 939c
1b3d, 514f
1b3e, 5503
1b3f, 5475
1b40, 4d85
1b41, c98b
1b42, d026
1b43, 2833
1b44, a2e3
1b45, a6ac
1b46, 8957
1b47, 3909
1b48, b230
1b49, 3cff
1b4a, 4f4a
1b4b, 123f
1b4c, d8a9
1b4d, e084
1b4e, 659e
1b4f, a120
1b50, ab1a
1b51, 92e8
1b52, 91b7
1b53, dff0
1b54, d43b
1b55, 6947
1b56, d354
1b57, 36c9
1b58, edda
1b59, a5fa
1b5a, 6e4e
1b5b, 20b9
1b5c, 7aec
1b5d, d71d
1b5e, 5c2d
1b5f, 18c7
1b60, 3e2e
1b61, cff2
1b62, 7ba6
1b63, a6aa
1b64, 1fd7
1b65, f924
1b66, aeef
1b67, 636c
1b68, 6395
1b69, 3aae
1b6a, a470
1b6b, 695b
1b6c, 0711
1b6d, a129
1b6e, a52d
1b6f, e2a4
1b70, 4843
1b71, 9719
1b72, c71d
1b73, bb35
1b74, a6d7
1b75, 60c9
1b76, 5753
1b77, 8155
1b78, 2038
1b79, 370e
1b7a, 4cf2
1b7b, d0d1
1b7c, 1bdc
1b7d, 8752
1b7e, 1d10
1b7f, abba
1b80, 9bbe
1b81, 06cd
1b82, 0b79
1b83, 096e
1b84, 5362
1b85, 500a
1b86, 5c0b
1b87, 2eb0
1b88, d4b5
1b89, f569
1b8a, 966b
1b8b, de40
1b8c, 0599
1b8d, 58ee
1b8e, edec
1b8f, 52b3
1b90, 0b13
1b91, a25f
1b92, 9829
1b93, 57f3
1b94, af10
1b95, 59ae
1b96, 4f8c
1b97, a030
1b98, 3930
1b99, 97d3
1b9a, 685c
1b9b, 65f5
1b9c, 90aa
1b9d, fb8e
1b9e, 65dc
1b9f, 522e
1ba0, 384f
1ba1, d5e4
1ba2, dc7d
1ba3, 746f
1ba4, 0e85
1ba5, a59c
1ba6, 25e6
1ba7, 0c35
1ba8, 7b0e
1ba9, 69cf
1baa, 5450
1bab, eb6a
1bac, d490
1bad, 2ce2
1bae, 56a0
1baf, ab7c
1bb0, 91b9
1bb1, 6f52
1bb2, 0b11
1bb3, 11a9
1bb4, cf94
1bb5, 6c17
1bb6, ca4b
1bb7, 0595
1bb8, 1e0f
1bb9, 96ca
1bba, 92ef
1bbb, c555
1bbc, 772a
1bbd, 1626
1bbe, 69e8
1bbf, cdad
1bc0, 4475
1bc1, 77aa
1bc2, c8a7
1bc3, 66c0
1bc4, e9d3
1bc5, 452b
1bc6, a6d1
1bc7, 8e23
1bc8, 1d19
1bc9, 336f
1bca, 4aa8
1bcb, 08d6
1bcc, 672d
1bcd, adbc
1bce, f2d8
1bcf, 8fd2
1bd0, 5155
1bd1, 06bc
1bd2, d0b1
1bd3, 726e
1bd4, 60cd
1bd5, 03f0
1bd6, f6e5
1bd7, 1fb5
1bd8, 736b
1bd9, 0ad5
1bda, 370b
1bdb, d307
1bdc, d20a
1bdd, 20e8
1bde, 1240
1bdf, 0d10
1be0, 6d79
1be1, 9d60
1be2, 9bb6
1be3, de3a
1be4, 1760
1be5, 0a5d
1be6, 002c
1be7, 1289
1be8, d537
1be9, 6399
1bea, 60a6
1beb, 7eed
1bec, 75e9
1bed, d621
1bee, 6f0d
1bef, d1dd
1bf0, 5f15
1bf1, df08
1bf2, d1c7
1bf3, 95fc
1bf4, 7266
1bf5, fce7
1bf6, 0e8e
1bf7, 5333
1bf8, 56a9
1bf9, 57f0
1bfa, 0e2a
1bfb, 57b6
1bfc, 0a47
1bfd, 9b1c
1bfe, f5e8
1bff, 2462
1c00, 2491
1c01, 6383
1c02, 1a54
1c03, b359
1c04, 9398
1c05, 0a0e
1c06, 3efa
1c07, 5491
1c08, b451
1c09, 5ae6
1c0a, 2399
1c0b, ca34
1c0c, ce3e
1c0d, 3451
1c0e, d443
1c0f, 9443
1c10, 7b3d
1c11, 09f2
1c12, 0f55
1c13, 075b
1c14, 99d7
1c15, f535
1c16, e9fc
1c17, f8d2
1c18, 08f2
1c19, f02b
1c1a, 773c
1c1b, e81c
1c1c, 57d0
1c1d, ef3d
1c1e, 2f5f
1c1f, 9220
1c20, 78f6
1c21, 4a36
1c22, 4e5a
1c23, 5586
1c24, 6636
1c25, 663a
1c26, 2939
1c27, 08f6
1c28, f2f1
1c29, 0051
1c2a, d039
1c2b, be8a
1c2c, 33f9
1c2d, 2231
1c2e, 1189
1c2f, a189
1c30, d896
1c31, f6f4
1c32, fe8a
1c33, 9044
1c34, 0ca8
1c35, 5cae
1c36, 2093
1c37, 5fc6
1c38, 92c4
1c39, 5778
1c3a, d7ce
1c3b, 7e13
1c3c, 96f3
1c3d, 2291
1c3e, e419
1c3f, 0189
1c40, bf06
1c41, 36e5
1c42, 83ed
1c43, 8980
1c44, f70b
1c45, f59c
1c46, 3b35
1c47, 4b94
1c48, 888b
1c49, 4541
1c4a, b70e
1c4b, 8c9b
1c4c, 8490
1c4d, 325d
1c4e, 2b4f
1c4f, ffe0
1c50, 8491
1c51, 9c2a
1c52, 7a54
1c53, 7c53
1c54, 6cc1
1c55, 3cca
1c56, f133
1c57, 64c4
1c58, 7424
1c59, 6c44
1c5a, 8c93
1c5b, 7a31
1c5c, 21da
1c5d, f451
1c5e, 144a
1c5f, 6443
1c60, 1d97
1c61, a6cd
1c62, ae45
1c63, 3a47
1c64, 33c2
1c65, aa6c
1c66, b695
1c67, a162
1c68, 3192
1c69, ace7
1c6a, 16cf
1c6b, 117c
1c6c, 6a9f
1c6d, be9d
1c6e, b4bf
1c6f, 6e7c
1c70, be37
1c71, 3359
1c72, ba86
1c73, e55a
1c74, fa06
1c75, 5399
1c76, 5239
1c77, 4ef7
1c78, ef86
1c79, 338d
1c7a, ba30
1c7b, 8af6
1c7c, 8e3a
1c7d, ff86
1c7e, 2e4a
1c7f, feea
1c80, dd07
1c81, f5f7
1c82, 5280
1c83, 064b
1c84, 07fd
1c85, 50df
1c86, 239c
1c87, 51cb
1c88, 9d92
1c89, 56b2
1c8a, dc90
1c8b, 7b8f
1c8c, 00f5
1c8d, ee9d
1c8e, e815
1c8f, 0b5c
1c90, 1b3d
1c91, 4c0b
1c92, 44e0
1c93, 4587
1c94, 666b
1c95, 6c90
1c96, b735
1c97, 68ab
1c98, 4bf2
1c99, 678d
1c9a, 10d5
1c9b, bd4f
1c9c, 439c
1c9d, bf3d
1c9e, 1175
1c9f, 6de0
1ca0, 2ef7
1ca1, 5c8e
1ca2, ea86
1ca3, d74e
1ca4, 4694
1ca5, a693
1ca6, 589e
1ca7, 9ea2
1ca8, df78
1ca9, 9682
1caa, 26ff
1cab, daa8
1cac, d1fe
1cad, 5f46
1cae, ce73
1caf, 4e4a
1cb0, 229d
1cb1, 667c
1cb2, 1342
1cb3, baec
1cb4, 90cd
1cb5, 099f
1cb6, 3d9f
1cb7, 5892
1cb8, b1e2
1cb9, 5947
1cba, 2095
1cbb, cc67
1cbc, c40f
1cbd, 3e47
1cbe, d87c
1cbf, 9245
1cc0, 1131
1cc1, a3f8
1cc2, a483
1cc3, 3a56
1cc4, 63a1
1cc5, a3d9
1cc6, b3f9
1cc7, a131
1cc8, 34f1
1cc9, a656
1cca, 16fa
1ccb, 1483
1ccc, 6a3e
1ccd, b4f1
1cce, c42a
1ccf, 642a
1cd0, 829d
1cd1, 5980
1cd2, e557
1cd3, d6ef
1cd4, 45f1
1cd5, 60fe
1cd6, 5490
1cd7, ab92
1cd8, d14b
1cd9, 604b
1cda, b59c
1cdb, d7fb
1cdc, db3f
1cdd, 5ee7
1cde, cb83
1cdf, 3289
1ce0, 8f36
1ce1, 995f
1ce2, 755b
1ce3, 7055
1ce4, 69f4
1ce5, 37d9
1ce6, ff3c
1ce7, 68f4
1ce8, 7852
1ce9, 6758
1cea, 89fa
1ceb, 27d7
1cec, 2bd0
1ced, f25d
1cee, 881a
1cef, 6f5e
1cf0, 7131
1cf1, 0ca1
1cf2, 0483
1cf3, 0c84
1cf4, fad4
1cf5, fa33
1cf6, ecf3
1cf7, f4d1
1cf8, 04a4
1cf9, fc24
1cfa, 7cd3
1cfb, d48a
1cfc, 5caa
1cfd, e4f1
1cfe, 215a
1cff, 942a
1d00, 08b2
1d01, 0c61
1d02, 08bc
1d03, f0eb
1d04, 5ab3
1d05, 2265
1d06, ec03
1d07, 7db8
1d08, fd08
1d09, 70b5
1d0a, 0163
1d0b, 7db9
1d0c, 9060
1d0d, e802
1d0e, 2368
1d0f, e9b2
1d10, 0128
1d11, 39d8
1d12, 34be
1d13, 3ab6
1d14, 5925
1d15, e139
1d16, 17de
1d17, ef2d
1d18, 3fd6
1d19, ea29
1d1a, 08d5
1d1b, 8859
1d1c, 3c09
1d1d, 1168
1d1e, e73d
1d1f, ea28
1d20, ab22
1d21, 9664
1d22, 9bbf
1d23, 6078
1d24, a623
1d25, 1dc5
1d26, c6df
1d27, db18
1d28, 6dab
1d29, 1015
1d2a, 9bd3
1d2b, dd7e
1d2c, 00c5
1d2d, cb64
1d2e, 16a8
1d2f, c6b2
1d30, 9d72
1d31, 6d49
1d32, ab13
1d33, 4577
1d34, d686
1d35, 22ac
1d36, ddfd
1d37, e07e
1d38, 561b
1d39, 237c
1d3a, 0b46
1d3b, 36ce
1d3c, 45aa
1d3d, cbc2
1d3e, edae
1d3f, 7012
1d40, 6d2b
1d41, ff40
1d42, 5dee
1d43, 3c8b
1d44, 774d
1d45, d1ce
1d46, bf96
1d47, 10ea
1d48, 35e1
1d49, 1c15
1d4a, a846
1d4b, 550c
1d4c, 5c9e
1d4d, 8d3b
1d4e, db0c
1d4f, d6b8
1d50, a824
1d51, aeee
1d52, a82a
1d53, a924
1d54, c3b6
1d55, b83a
1d56, be06
1d57, b6be
1d58, a6e8
1d59, b92a
1d5a, ade6
1d5b, 4669
1d5c, a93a
1d5d, b834
1d5e, be0e
1d5f, b924
1d60, ad18
1d61, 9f7c
1d62, fe7e
1d63, 0c74
1d64, ca77
1d65, 84a3
1d66, 7897
1d67, 1ce0
1d68, 07ed
1d69, 1c13
1d6a, a147
1d6b, 0960
1d6c, 5ac3
1d6d, 7dc8
1d6e, 1460
1d6f, b318
1d70, a878
1d71, fc98
1d72, f845
1d73, 30e4
1d74, 9c7e
1d75, db6f
1d76, bcf5
1d77, 1d22
1d78, 3d32
1d79, 10b3
1d7a, a1a5
1d7b, ede3
1d7c, 500f
1d7d, b898
1d7e, d664
1d7f, 777b
1d80, 0b78
1d81, 60a8
1d82, 6d7e
1d83, 531d
1d84, 0015
1d85, eea9
1d86, 10c5
1d87, ee7d
1d88, 32cd
1d89, e579
1d8a, 0dc5
1d8b, 8219
1d8c, 33c9
1d8d, ddab
1d8e, e5ad
1d8f, d618
1d90, 9828
1d91, 9bec
1d92, 91be
1d93, a612
1d94, c6e7
1d95, cda3
1d96, cb01
1d97, 1080
1d98, 6046
1d99, 7013
1d9a, ab57
1d9b, 0090
1d9c, 96c3
1d9d, c1db
1d9e, 1d90
1d9f, cc28
1da0, 687b
1da1, 3eea
1da2, 388e
1da3, 697b
1da4, 16e1
1da5, 8fa9
1da6, ee37
1da7, e62f
1da8, 0652
1da9, 8970
1daa, 0d57
1dab, 6603
1dac, 69ae
1dad, 889b
1dae, 8d63
1daf, 1718
1db0, 0d74
1db1, 0fef
1db2, 0d7a
1db3, fce4
1db4, d9b7
1db5, 2463
1db6, ef07
1db7, 70e0
1db8, f5ed
1db9, 7cb3
1dba, 08e7
1dbb, 9505
1dbc, 9c6a
1dbd, ed94
1dbe, 7260
1dbf, e374
1dc0, a172
1dc1, fac4
1dc2, ff7f
1dc3, 07bb
1dc4, 4a13
1dc5, 8465
1dc6, 7cc3
1dc7, 1128
1dc8, 0168
1dc9, 1cb5
1dca, a1a3
1dcb, e4be
1dcc, 5965
1dcd, 78c2
1dce, 8ad8
1dcf, ba72
1dd0, 0d22
1dd1, 3034
1dd2, 3de3
1dd3, 0322
1dd4, 6023
1dd5, 8e6a
1dd6, 800f
1dd7, 82b7
1dd8, 6262
1dd9, e32c
1dda, 6b6f
1ddb, 1223
1ddc, 6363
1ddd, ed32
1dde, 85d1
1ddf, 16b4
1de0, adb8
1de1, a0d6
1de2, adb9
1de3, a3b8
1de4, 452e
1de5, bd09
1de6, b03e
1de7, b226
1de8, a2d8
1de9, b3b9
1dea, abde
1deb, c259
1dec, a309
1ded, bd08
1dee, b036
1def, b3b8
1df0, 0812
1df1, 64b9
1df2, 3f13
1df3, 3911
1df4, da26
1df5, e8fc
1df6, 1106
1df7, ec2e
1df8, 3cb8
1df9, e91c
1dfa, 0156
1dfb, 3a0e
1dfc, 37fa
1dfd, 18a4
1dfe, e43e
1dff, e912
1e00, 297b
1e01, 1cdc
1e02, 1861
1e03, 006c
1e04, 34df
1e05, b5be
1e06, 9cc6
1e07, e364
1e08, ddba
1e09, e26f
1e0a, fa7e
1e0b, addd
1e0c, a0b6
1e0d, 9870
1e0e, be2b
1e0f, 3fb4
1e10, e318
1e11, 8965
1e12, e4db
1e13, 3699
1e14, 5465
1e15, e7e9
1e16, 35a8
1e17, e0fd
1e18, 8b89
1e19, edf9
1e1a, 5515
1e1b, 380d
1e1c, 5c5d
1e1d, 3e7e
1e1e, e1ed
1e1f, 5fb8
1e20, c712
1e21, 43d2
1e22, 42b3
1e23, 676e
1e24, f523
1e25, 82a5
1e26, aca2
1e27, d7d8
1e28, 1125
1e29, 18d5
1e2a, 9713
1e2b, 8e15
1e2c, 35ce
1e2d, a873
1e2e, e5a8
1e2f, b522
1e30, dc72
1e31, 0e10
1e32, 427f
1e33, 39cc
1e34, d576
1e35, 2d9c
1e36, 0150
1e37, e86e
1e38, 5cd5
1e39, e4cc
1e3a, d7e6
1e3b, 53f5
1e3c, 409c
1e3d, 687f
1e3e, e29e
1e3f, 2372
1e40, 1612
1e41, af4e
1e42, 6d20
1e43, 4c3f
1e44, c976
1e45, 84a5
1e46, 3fea
1e47, cb09
1e48, 4509
1e49, c1df
1e4a, 17e1
1e4b, 6503
1e4c, 6ca0
1e4d, 3d8f
1e4e, 126a
1e4f, 832b
1e50, 8918
1e51, 7e3b
1e52, c867
1e53, 69f9
1e54, 9e2d
1e55, b7ec
1e56, 6ee3
1e57, 8e03
1e58, 366a
1e59, 88f9
1e5a, 13b1
1e5b, f62d
1e5c, a9e7
1e5d, 6819
1e5e, 2355
1e5f, 4fb2
1e60, ba28
1e61, cfc1
1e62, beab
1e63, f3c3
1e64, af17
1e65, e913
1e66, 92bc
1e67, 1ec0
1e68, 05c0
1e69, bea3
1e6a, c3b7
1e6b, 69b6
1e6c, 3a12
1e6d, f4be
1e6e, 1920
1e6f, f218
1e70, 17b4
1e71, acad
1e72, a879
1e73, 400e
1e74, 4a15
1e75, 8263
1e76, 3c32
1e77, c6db
1e78, bd55
1e79, cb6e
1e7a, 6c2f
1e7b, 1d2c
1e7c, 606a
1e7d, 38e3
1e7e, 83d2
1e7f, b978
1e80, d7b8
1e81, 35cb
1e82, 5e15
1e83, 5ad0
1e84, 5375
1e85, eb99
1e86, 676b
1e87, ea6d
1e88, 8fb0
1e89, ef69
1e8a, 0cb5
1e8b, 8b40
1e8c, 56f0
1e8d, 0125
1e8e, e69d
1e8f, e578
1e90, 7018
1e91, a2ba
1e92, 4425
1e93, 6caf
1e94, c527
1e95, 22a3
1e96, a84a
1e97, 1830
1e98, 6709
1e99, d8a3
1e9a, c787
1e9b, 65c9
1e9c, 43af
1e9d, ad15
1e9e, 12a0
1e9f, 2928
1ea0, c7b2
1ea1, 0e5f
1ea2, 6870
1ea3, a96f
1ea4, d327
1ea5, 8890
1ea6, fe50
1ea7, 2dd5
1ea8, 9635
1ea9, bf6c
1eaa, 765d
1eab, 56dc
1eac, 6990
1ead, 48ef
1eae, ee3f
1eaf, 897b
1eb0, e3b8
1eb1, 1f04
1eb2, 1da7
1eb3, 0cc9
1eb4, 6fb1
1eb5, ba2f
1eb6, 9f45
1eb7, d26c
1eb8, 050f
1eb9, e4ce
1eba, 797d
1ebb, a5e8
1ebc, ac27
1ebd, 0db9
1ebe, c5b9
1ebf, 3e12
1ec0, b3b2
1ec1, baaf
1ec2, bfc4
1ec3, 55c5
1ec4, ffa3
1ec5, 8925
1ec6, f364
1ec7, 83a8
1ec8, ee7e
1ec9, 8ec5
1eca, 4323
1ecb, 34db
1ecc, 39b8
1ecd, f2bf
1ece, ef28
1ecf, 4f12
1ed0, 762b
1ed1, 6067
1ed2, 0d2c
1ed3, 93d5
1ed4, 35bf
1ed5, ed3c
1ed6, 400b
1ed7, b56d
1ed8, c2b5
1ed9, 2ed0
1eda, a0b5
1edb, 12ec
1edc, 033c
1edd, fd55
1ede, 8007
1edf, e322
1ee0, 83b4
1ee1, c060
1ee2, 7ddd
1ee3, 630a
1ee4, 4265
1ee5, 2650
1ee6, 60d1
1ee7, 8031
1ee8, 125a
1ee9, 8d0a
1eea, 3523
1eeb, a20d
1eec, 935d
1eed, 6dba
1eee, bbed
1eef, fe2b
1ef0, 2512
1ef1, d4dd
1ef2, 8fc2
1ef3, 40fa
1ef4, 0fb6
1ef5, ec4c
1ef6, 6e79
1ef7, eefe
1ef8, 339e
1ef9, 2bfc
1efa, d316
1efb, 5a5b
1efc, 3747
1efd, 4213
1efe, e9ee
1eff, 5472
1f00, c4c4
1f01, 095c
1f02, da51
1f03, 1abf
1f04, a9f1
1f05, 999c
1f06, 0fdf
1f07, 94c4
1f08, 1424
1f09, 9972
1f0a, c9a3
1f0b, 1a31
1f0c, 140c
1f0d, 0424
1f0e, 744a
1f0f, a44a
1f10, be6d
1f11, 6a36
1f12, 64e0
1f13, 21f4
1f14, 4636
1f15, 5423
1f16, 1ade
1f17, d7df
1f18, 27ff
1f19, d1d4
1f1a, b3d9
1f1b, 97a7
1f1c, 911a
1f1d, 146b
1f1e, 59d2
1f1f, 4de0
1f20, 2fc6
1f21, 95d2
1f22, 9e23
1f23, a522
1f24, f9ad
1f25, 4ac0
1f26, 736f
1f27, ffa6
1f28, 92d4
1f29, 491d
1f2a, 2ac0
1f2b, ce23
1f2c, a36f
1f2d, 7264
1f2e, b419
1f2f, f419
1f30, efa6
1f31, 6d45
1f32, ae13
1f33, 210b
1f34, 3dbf
1f35, 0b25
1f36, 1bfb
1f37, 7896
1f38, 2201
1f39, dd6b
1f3a, 8bd2
1f3b, fe5a
1f3c, f855
1f3d, 72a4
1f3e, 9189
1f3f, 3419
1f40, cf6b
1f41, 7c88
1f42, d52b
1f43, d52e
1f44, ade3
1f45, 9a6e
1f46, 9848
1f47, a0e4
1f48, c785
1f49, aa2b
1f4a, 7d32
1f4b, c195
1f4c, 1ede
1f4d, 0ebb
1f4e, 900f
1f4f, af2e
1f50, d4c4
1f51, b6bd
1f52, ca51
1f53, 5b82
1f54, 58b0
1f55, ab19
1f56, adeb
1f57, b491
1f58, 5451
1f59, bbf8
1f5a, d80b
1f5b, da54
1f5c, d017
1f5d, a424
1f5e, a443
1f5f, 044a
1f60, e2a7
1f61, f11a
1f62, 9280
1f63, a318
1f64, 5453
1f65, 36fa
1f66, 71f4
1f67, 3cb2
1f68, ac42
1f69, 3311
1f6a, e1d4
1f6b, 4ccc
1f6c, a3f9
1f6d, 72ab
1f6e, 3a0f
1f6f, 5b8c
1f70, 7ed2
1f71, 9915
1f72, 7a18
1f73, c915
1f74, a5d4
1f75, 956f
1f76, 94c5
1f77, aed2
1f78, 7f18
1f79, a5b4
1f7a, c56f
1f7b, caa8
1f7c, c4c5
1f7d, 9f78
1f7e, 7eb3
1f7f, aeb3
1f80, 82d7
1f81, 63a8
1f82, 6e75
1f83, 2b04
1f84, 33d1
1f85, 911e
1f86, d5ae
1f87, 7cc5
1f88, 260f
1f89, 78c8
1f8a, e5da
1f8b, f032
1f8c, fd53
1f8d, 12ab
1f8e, 97ab
1f8f, 3ebc
1f90, ee6d
1f91, 9d53
1f92, 9f25
1f93, 9928
1f94, f11e
1f95, 33d9
1f96, 7b04
1f97, 471b
1f98, a052
1f99, 5526
1f9a, 28c8
1f9b, a60f
1f9c, aade
1f9d, 746b
1f9e, 4cc5
1f9f, 5220
1fa0, cea2
1fa1, 16e2
1fa2, 1a18
1fa3, 5deb
1fa4, 0b45
1fa5, 485e
1fa6, 6b52
1fa7, 2e37
1fa8, ff46
1fa9, b80b
1faa, 1b98
1fab, 2a86
1fac, e05b
1fad, 0f18
1fae, 4eea
1faf, 9e73
1fb0, c2a8
1fb1, ec21
1fb2, d587
1fb3, 1313
1fb4, 417a
1fb5, 9399
1fb6, 0154
1fb7, 9742
1fb8, 1cef
1fb9, 9378
1fba, c194
1fbb, 816c
1fbc, 1efa
1fbd, 0212
1fbe, f7cc
1fbf, a289
1fc0, e4d1
1fc1, 99f7
1fc2, 948a
1fc3, aa72
1fc4, 5737
1fc5, 3c0c
1fc6, 79af
1fc7, 34d1
1fc8, a4a4
1fc9, 3ab7
1fca, e9dc
1fcb, c48a
1fcc, aa9c
1fcd, 74a4
1fce, 815a
1fcf, 515a
1fd0, 12c8
1fd1, 6323
1fd2, 13b2
1fd3, f848
1fd4, 03c8
1fd5, 4de3
1fd6, 02d3
1fd7, b00f
1fd8, f195
1fd9, 2d32
1fda, 13a5
1fdb, f785
1fdc, 2c88
1fdd, 6222
1fde, 4034
1fdf, 0275
1fe0, df6b
1fe1, a359
1fe2, c3ed
1fe3, 5154
1fe4, 0a06
1fe5, a17a
1fe6, aede
1fe7, b7f3
1fe8, 583f
1fe9, b194
1fea, da6e
1feb, 072c
1fec, dc21
1fed, aebb
1fee, a7a1
1fef, 0fe0
1ff0, b4d1
1ff1, 31b0
1ff2, 648a
1ff3, 2bfb
1ff4, 4ee5
1ff5, 521f
1ff6, 110b
1ff7, d131
1ff8, 24f1
1ff9, dba2
1ffa, bd6b
1ffb, 9483
1ffc, 9b10
1ffd, 14a4
1ffe, 042a
1fff, 415a
2000, 05a0
2001, 1f77
2002, 19b0
2003, 8588
2004, 04c7
2005, e40b
2006, c5a1
2007, f5f2
2008, 4583
2009, 5285
200a, 721c
200b, 3f9f
200c, 3feb
200d, 12a9
200e, ea9f
200f, 0abd
2010, bbda
2011, ee42
2012, eaef
2013, ba88
2014, bb7d
2015, 4117
2016, e53b
2017, fcb9
2018, 335e
2019, 26b1
201a, b7d6
201b, 52f3
201c, 5f54
201d, 2ff5
201e, 4da0
201f, b77c
2020, 8f00
2021, dacd
2022, de6c
2023, 26bb
2024, c592
2025, 807d
2026, 7c07
2027, 674f
2028, fcbf
2029, 17eb
202a, 8997
202b, 5a45
202c, e3e2
202d, 7d00
202e, 407c
202f, 1295
2030, 7df5
2031, e006
2032, e20e
2033, 8012
2034, 7a3d
2035, b7b6
2036, e5c1
2037, a57e
2038, 351c
2039, c048
203a, 73ab
203b, 3050
203c, 855b
203d, ebc3
203e, a9e9
203f, 21d0
2040, 079a
2041, 23a2
2042, 7eac
2043, ec12
2044, 2273
2045, f243
2046, dca2
2047, 59c1
2048, 5a1c
2049, 5873
204a, d873
204b, f68c
204c, 2382
204d, d1fc
204e, f091
204f, 95ca
2050, fa3e
2051, 2d8d
2052, 2385
2053, 29eb
2054, fb96
2055, b2fb
2056, bc06
2057, 4c0d
2058, f7e0
2059, 44e5
205a, 2159
205b, 4b99
205c, 4248
205d, b40e
205e, b0f0
205f, f548
2060, ce93
2061, 2fb4
2062, 79ba
2063, ea88
2064, d117
2065, 5117
2066, eaa8
2067, a34a
2068, 5c89
2069, b671
206a, c6c1
206b, f80a
206c, ffe4
206d, d4a9
206e, 04fc
206f, da8f
2070, 0c00
2071, c5c7
2072, 12c0
2073, 87bb
2074, 7e7c
2075, 5e45
2076, 1797
2077, 5cc2
2078, 377f
2079, 51b5
207a, d14c
207b, 454f
207c, 854b
207d, 1800
207e, f392
207f, 03c0
2080, c89f
2081, e30b
2082, 2495
2083, e724
2084, b76d
2085, b627
2086, e6c2
2087, a685
2088, 5013
2089, cc82
208a, c09b
208b, 555e
208c, 2988
208d, e16f
208e, 4c20
208f, bb6c
2090, e4fc
2091, e9c8
2092, dfc9
2093, 27b4
2094, 76a7
2095, 2617
2096, 7764
2097, 0a1f
2098, f9ba
2099, dc82
209a, ecf2
209b, 5749
209c, e948
209d, 780a
209e, 938c
209f, 7eff
20a0, f0ce
20a1, 2c3d
20a2, 2435
20a3, b078
20a4, 28e9
20a5, 4f55
20a6, 23ad
20a7, 45ad
20a8, 4579
20a9, 4b15
20aa, 2279
20ab, 47e9
20ac, b9e8
20ad, 2da5
20ae, 473d
20af, f90e
20b0, 93aa
20b1, e412
20b2, da1c
20b3, b344
20b4, 5fc4
20b5, ef94
20b6, b3c4
20b7, f6f1
20b8, 464a
20b9, fe83
20ba, 2e13
20bb, 51fc
20bc, 5482
20bd, ceca
20be, e79a
20bf, 0971
20c0, 12fe
20c1, 74b7
20c2, 73b0
20c3, e552
20c4, 1f42
20c5, 38bd
20c6, d9ad
20c7, 401a
20c8, 5985
20c9, 8016
20ca, c5f4
20cb, f40f
20cc, feeb
20cd, d2dc
20ce, 38cc
20cf, 19e5
20d0, fccf
20d1, b90b
20d2, b20f
20d3, bc12
20d4, 24e5
20d5, f253
20d6, b0cb
20d7, f0a8
20d8, 4615
20d9, f813
20da, 2d75
20db, 4a55
20dc, b352
20dd, b8cf
20de, f938
20df, f30f
20e0, f53f
20e1, b24b
20e2, b94f
20e3, 23e4
20e4, fe9b
20e5, 2ff4
20e6, b938
20e7, 4a38
20e8, faee
20e9, 4e53
20ea, 2f55
20eb, 4ef5
20ec, 4482
20ed, b233
20ee, 25fe
20ef, fa42
20f0, b169
20f1, eb41
20f2, e543
20f3, 83eb
20f4, 7e8d
20f5, 4b76
20f6, e636
20f7, 99e0
20f8, 36e0
20f9, 27bd
20fa, ca06
20fb, 3bfc
20fc, 3282
20fd, ee3e
20fe, a299
20ff, 2610
2100, 3e75
2101, 34d5
2102, 3fb8
2103, be63
2104, e9de
2105, f974
2106, 537e
